기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2021,1,A,골목상권,2111016,송파역 2번,17063,11286,5777,65,2224,3744,4130,3798,3102,46,1099,2434,3059,2519,2129,19,1125,1310,1071,1279,973
2021,1,A,골목상권,2111015,석촌역 3번,12636,8115,4521,27,1865,3083,2891,2543,2227,11,946,2081,1944,1588,1545,16,919,1002,947,955,682
2021,1,A,골목상권,2111014,송파나루역 2번,14245,8390,5855,26,2077,3609,3332,3152,2049,12,1010,2234,2195,1757,1182,14,1067,1375,1137,1395,867
2021,1,A,골목상권,2111013,송파나루역 1번(송리단길),14226,8959,5267,26,2198,4197,3547,2563,1695,8,1070,2666,2388,1628,1199,18,1128,1531,1159,935,496
2021,1,A,골목상권,2111012,석촌역 6번,6180,3598,2582,11,624,1426,1478,1279,1362,5,303,977,873,617,823,6,321,449,605,662,539
2021,1,A,골목상권,2111011,잠실나루역,10263,8174,2089,42,1383,3190,3039,2132,477,18,976,2602,2477,1735,366,24,407,588,562,397,111
2021,1,A,골목상권,2111010,석촌역 7번,7908,5556,2352,11,859,1781,1872,1423,1962,8,472,1253,1268,916,1639,3,387,528,604,507,323
2021,1,A,골목상권,2111009,송파책박물관,2198,1590,608,5,244,436,453,548,512,3,191,328,324,352,392,2,53,108,129,196,120
2021,1,A,골목상권,2111008,석촌고분역 3번,5190,3263,1927,13,640,1032,1256,1260,989,11,345,636,773,761,737,2,295,396,483,499,252
2021,1,A,골목상권,2111007,석촌고분역 4번,6337,4182,2155,12,863,1398,1389,1437,1238,11,532,949,921,882,887,1,331,449,468,555,351
2021,1,A,골목상권,2111006,석촌고분역 1번,17571,11961,5610,44,2435,3821,4234,3746,3291,29,1307,2544,2976,2542,2563,15,1128,1277,1258,1204,728
2021,1,A,골목상권,2111005,삼전역 3번,6038,4006,2032,15,892,1505,1406,1233,987,5,513,1061,958,761,708,10,379,444,448,472,279
2021,1,A,골목상권,2111004,삼전역 1번,18500,12541,5959,63,2605,4069,4548,4156,3059,21,1379,2681,3191,2968,2301,42,1226,1388,1357,1188,758
2021,1,A,골목상권,2111003,삼전역 4번,5935,3890,2045,37,711,1296,1484,1127,1280,2,366,849,960,726,987,35,345,447,524,401,293
2021,1,A,골목상권,2111002,한국교통안전공단 강남자동차검사소,569,334,235,0,41,89,114,175,150,0,16,52,64,100,102,0,25,37,50,75,48
2021,1,A,골목상권,2111001,아래방죽마을공원(율현초등학교),290,157,133,1,14,42,49,102,82,0,8,28,30,53,38,1,6,14,19,49,44
2021,1,A,골목상권,2111000,대왕초등학교(세곡동사거리서남측),294,138,156,6,35,84,93,56,20,3,11,31,49,30,14,3,24,53,44,26,6
2021,1,A,골목상권,2110999,윗방죽마을공원,464,257,207,3,35,80,86,139,121,1,17,50,56,81,52,2,18,30,30,58,69
2021,1,A,골목상권,2110998,은곡마을(은곡마을공원),128,65,63,3,11,41,35,25,13,1,6,18,19,14,7,2,5,23,16,11,6
2021,1,A,골목상권,2110997,대청초등학교,12566,4876,7690,31,3480,3879,2620,1655,901,3,781,1456,1134,859,643,28,2699,2423,1486,796,258
2021,1,A,골목상권,2110996,대치2동주민센터,37900,18079,19821,265,7022,9437,8584,7750,4842,106,3263,5619,4641,2694,1756,159,3759,3818,3943,5056,3086
2021,1,A,골목상권,2110995,봉은사역 4번,80333,61317,19016,154,15900,21348,21569,17001,4361,88,10163,16112,17810,14553,2591,66,5737,5236,3759,2448,1770
2021,1,A,골목상권,2110994,개포고등학교,4640,2964,1676,57,889,1272,1058,857,507,24,514,821,664,537,404,33,375,451,394,320,103
2021,1,A,골목상권,2110993,개포지하차도 북측,493,214,279,3,70,105,147,115,53,0,16,44,60,58,36,3,54,61,87,57,17
2021,1,A,골목상권,2110992,도곡초등학교,12863,6859,6004,63,2365,3393,3003,2467,1572,35,940,1769,1666,1432,1017,28,1425,1624,1337,1035,555
2021,1,A,골목상권,2110991,삼성중앙역 5번,28503,15784,12719,115,5919,9500,6998,3927,2044,37,2281,5361,4631,2309,1165,78,3638,4139,2367,1618,879
2021,1,A,골목상권,2110990,청담역 12번,10376,6980,3396,39,1551,3276,3120,1867,523,23,669,2073,2406,1424,385,16,882,1203,714,443,138
2021,1,A,골목상권,2110989,대치동아우편취급국,29290,17968,11322,140,4768,8716,7970,4868,2828,17,2007,5273,5502,3456,1713,123,2761,3443,2468,1412,1115
2021,1,A,골목상권,2110988,청담역 3번,18899,9206,9693,73,3792,5684,5341,2877,1132,33,1221,2750,2769,1638,795,40,2571,2934,2572,1239,337
2021,1,A,골목상권,2110987,영동대교남단,8320,5539,2781,40,1422,2410,2185,1548,715,19,663,1584,1632,1125,516,21,759,826,553,423,199
2021,1,A,골목상권,2110986,삼성중앙역 7번,27479,17773,9706,52,3973,10061,7904,3716,1773,15,1757,6297,6233,2496,975,37,2216,3764,1671,1220,798
2021,1,A,골목상권,2110985,청담근린공원,13449,8818,4631,66,2379,3877,3557,2503,1067,35,1141,2595,2592,1729,726,31,1238,1282,965,774,341
2021,1,A,골목상권,2110984,포이초등학교(개포목련어린이공원),6964,4388,2576,20,1326,1965,1598,1256,799,13,815,1286,925,757,592,7,511,679,673,499,207
2021,1,A,골목상권,2110983,국립국악고등학교,3835,2457,1378,13,616,955,928,708,615,2,285,601,613,465,491,11,331,354,315,243,124
2021,1,A,골목상권,2110982,강남구보훈회관,6082,3566,2516,14,1266,1604,1400,963,835,6,513,1046,910,527,564,8,753,558,490,436,271
2021,1,A,골목상권,2110981,국악고교사거리,12357,8276,4081,26,1850,3425,3175,2214,1667,9,980,2320,2252,1450,1265,17,870,1105,923,764,402
2021,1,A,골목상권,2110980,개포지구대옆,25161,10281,14880,88,3951,5726,8389,5194,1813,42,1896,3243,2591,1405,1104,46,2055,2483,5798,3789,709
2021,1,A,골목상권,2110979,청담초등학교,18648,9066,9582,39,5067,6996,3688,1966,892,15,1632,3410,2200,1140,669,24,3435,3586,1488,826,223
2021,1,A,골목상권,2110978,도곡2동주민센터(대치중학교),12302,8363,3939,54,2526,3818,2860,1644,1400,37,1355,2740,2264,1161,806,17,1171,1078,596,483,594
2021,1,A,골목상권,2110977,논현로18길,10006,6917,3089,18,1546,3017,2690,1646,1089,7,822,2051,2060,1150,827,11,724,966,630,496,262
2021,1,A,골목상권,2110976,언북초등학교,11065,5295,5770,25,3211,3774,2056,1187,812,5,1083,1821,1178,701,507,20,2128,1953,878,486,305
2021,1,A,골목상권,2110975,매봉역 1번,22408,15346,7062,84,4644,5711,5884,4648,1437,54,2422,3673,4320,3677,1200,30,2222,2038,1564,971,237
2021,1,A,골목상권,2110974,언주중학교,10084,6627,3457,39,2227,3204,2129,1449,1036,25,1044,1971,1619,1140,828,14,1183,1233,510,309,208
2021,1,A,골목상권,2110973,강남구청역 4번,12597,7190,5407,54,2501,3373,2945,2285,1439,18,1044,2008,1846,1330,944,36,1457,1365,1099,955,495
2021,1,A,골목상권,2110972,강남세브란스병원미래의학연구센터,26073,14646,11427,216,7696,7646,5984,3332,1199,73,3194,4587,3952,1945,895,143,4502,3059,2032,1387,304
2021,1,A,골목상권,2110971,선정릉역 4번,73203,35861,37342,185,15399,20094,18092,15247,4186,90,8048,12361,8646,4171,2545,95,7351,7733,9446,11076,1641
2021,1,A,골목상권,2110970,학동초등학교,12139,7385,4754,45,2463,3692,2909,1837,1193,19,1064,2125,1996,1282,899,26,1399,1567,913,555,294
2021,1,A,골목상권,2110969,베르사이유1아파트,53929,36213,17716,90,9575,16368,14864,10164,2868,34,5089,11243,11284,6616,1947,56,4486,5125,3580,3548,921
2021,1,A,골목상권,2110968,강남구청역 2번,17810,11539,6271,53,3230,4729,4471,3306,2021,17,1463,2823,3248,2441,1547,36,1767,1906,1223,865,474
2021,1,A,골목상권,2110967,역삼역 8번,60702,36823,23879,115,10925,17002,16035,14106,2519,65,7128,12381,9947,5650,1652,50,3797,4621,6088,8456,867
2021,1,A,골목상권,2110966,논현2동주민센터,27417,17538,9879,65,4763,7772,7077,5016,2724,17,2089,4522,4968,3771,2171,48,2674,3250,2109,1245,553
2021,1,A,골목상권,2110965,언주역 6번,12536,6978,5558,32,2785,3988,2917,1723,1091,14,1028,2297,1924,985,730,18,1757,1691,993,738,361
2021,1,A,골목상권,2110964,싸리고개근린공원,16691,13249,3442,26,2072,3680,4901,4766,1246,12,1067,2741,4124,4292,1013,14,1005,939,777,474,233
2021,1,A,골목상권,2110963,역삼월드메르디앙아파트,26645,15919,10726,134,6368,7920,6420,3764,2039,38,2482,4698,4514,2587,1600,96,3886,3222,1906,1177,439
2021,1,A,골목상권,2110962,도산공원북측,7684,4139,3545,25,1867,2746,1614,996,436,9,732,1558,1047,545,248,16,1135,1188,567,451,188
2021,1,A,골목상권,2110961,언주역 3번,25850,16840,9010,70,5483,7931,5602,3658,3106,29,2478,5132,4147,2743,2311,41,3005,2799,1455,915,795
2021,1,A,골목상권,2110960,은광여고,25543,18368,7175,56,2951,5943,6854,7171,2568,40,1640,3961,5282,5652,1793,16,1311,1982,1572,1519,775
2021,1,A,골목상권,2110959,신구중학교,12478,6517,5961,139,2815,3808,2504,1783,1429,50,1173,2082,1655,873,684,89,1642,1726,849,910,745
2021,1,A,골목상권,2110958,역삼역 4번,42236,28666,13570,63,7659,13522,11576,6973,2443,22,3663,8770,8848,5673,1690,41,3996,4752,2728,1300,753
2021,1,A,골목상권,2110957,언북중학교,28690,17182,11508,72,5858,8514,6766,4137,3343,15,2276,4756,4609,3001,2525,57,3582,3758,2157,1136,818
2021,1,A,골목상권,2110956,언주역 8번,15614,9542,6072,57,3754,5177,3520,1901,1205,37,1723,3094,2486,1290,912,20,2031,2083,1034,611,293
2021,1,A,골목상권,2110955,논현초등학교,25381,16658,8723,83,5578,7705,5841,3882,2292,48,2817,5039,4258,2826,1670,35,2761,2666,1583,1056,622
2021,1,A,골목상권,2110954,국기원,23196,12840,10356,110,5238,7616,5998,2944,1290,31,1823,3964,3878,2178,966,79,3415,3652,2120,766,324
2021,1,A,골목상권,2110953,학동근린공원,26213,16160,10053,92,6774,8335,5664,3381,1967,28,2991,5202,4071,2370,1498,64,3783,3133,1593,1011,469
2021,1,A,골목상권,2110952,논현목련공원,10637,6885,3752,21,2104,3370,2518,1670,954,15,1135,2250,1740,1096,649,6,969,1120,778,574,305
2021,1,A,골목상권,2110951,신사은행나무공원,12925,7220,5705,52,3507,3777,2858,1670,1061,15,1315,2106,1920,1102,762,37,2192,1671,938,568,299
2021,1,A,골목상권,2110950,논현역 7번,19297,11636,7661,39,4250,6200,4538,2762,1508,17,1787,3758,3112,1836,1126,22,2463,2442,1426,926,382
2021,1,A,골목상권,2110949,한남IC,12160,7678,4482,41,2351,3690,3261,1910,907,23,1063,2371,2209,1313,699,18,1288,1319,1052,597,208
2021,1,A,골목상권,2110948,헌인가구단지,57,27,30,0,5,24,14,11,3,0,4,12,6,2,3,0,1,12,8,9,0
2021,1,A,골목상권,2110947,청계산입구역 2번(내곡동주민센터),326,172,154,0,38,55,98,76,59,0,17,30,68,33,24,0,21,25,30,43,35
2021,1,A,골목상권,2110946,청계산원터골,271,144,127,0,34,50,81,50,56,0,15,29,58,20,22,0,19,21,23,30,34
2021,1,A,골목상권,2110945,본마을노인복지센터(서초구립내곡도서관),383,240,143,3,62,91,87,89,51,3,25,53,59,64,36,0,37,38,28,25,15
2021,1,A,골목상권,2110944,서울나래학교(염곡어린이공원),20185,16768,3417,29,2090,4170,6159,6991,746,22,1509,3356,5018,6304,559,7,581,814,1141,687,187
2021,1,A,골목상권,2110943,법제교육센터(버들어린이공원),7684,4780,2904,20,1200,1903,1957,1484,1120,11,643,1190,1209,900,827,9,557,713,748,584,293
2021,1,A,골목상권,2110942,염곡동 구룡사(포이동성당),32043,24395,7648,74,4187,7325,9070,9280,2107,40,2598,5356,6923,7833,1645,34,1589,1969,2147,1447,462
2021,1,A,골목상권,2110941,언남고등학교,4779,3108,1671,28,739,1265,1190,966,591,17,414,816,783,644,434,11,325,449,407,322,157
2021,1,A,골목상권,2110940,양재근린공원(양재2동주민센터),8689,5762,2927,47,1434,2277,2149,1768,1014,26,766,1507,1483,1202,778,21,668,770,666,566,236
2021,1,A,골목상권,2110939,양재역 8번(양재동우체국),45731,23354,22377,508,9762,11110,12644,8019,3688,246,4819,6778,5503,3276,2732,262,4943,4332,7141,4743,956
2021,1,A,골목상권,2110938,바우뫼공원,11265,6894,4371,329,3630,2824,2266,1433,783,154,1891,1856,1564,870,559,175,1739,968,702,563,224
2021,1,A,골목상권,2110937,방아다리근린공원(횃불트리니티신학대학원대학교),17876,11487,6389,356,5244,5033,3649,2329,1265,166,2714,3411,2635,1557,1004,190,2530,1622,1014,772,261
2021,1,A,골목상권,2110936,더케이호텔(양재리본타워2단지아파트),3869,2981,888,16,803,1160,864,700,326,10,552,922,691,565,241,6,251,238,173,135,85
2021,1,A,골목상권,2110935,한전아트센터,20312,15954,4358,47,3699,7326,4955,3496,789,19,2201,5852,4154,3079,649,28,1498,1474,801,417,140
2021,1,A,골목상권,2110934,우면주공아파트,3248,1908,1340,6,549,981,879,631,202,5,199,529,564,460,151,1,350,452,315,171,51
2021,1,A,골목상권,2110933,한국상담대학원대학교,6457,3774,2683,19,1551,1930,1522,1006,429,6,610,1213,1030,624,291,13,941,717,492,382,138
2021,1,A,골목상권,2110932,서울시인재개발원,6066,3421,2645,20,1419,1827,1388,942,470,6,486,1071,936,597,325,14,933,756,452,345,145
2021,1,A,골목상권,2110931,삼성전자서울R&D(서울우면초등학교),1471,770,701,0,273,440,390,329,39,0,89,178,228,248,27,0,184,262,162,81,12
2021,1,A,골목상권,2110930,서초동성당,40185,22492,17693,64,7459,10413,9292,10954,2003,36,2906,5657,4975,7438,1480,28,4553,4756,4317,3516,523
2021,1,A,골목상권,2110929,남부터미널역 1번,40801,22975,17826,94,8567,10227,8785,10521,2607,29,2961,5530,5108,7404,1943,65,5606,4697,3677,3117,664
2021,1,A,골목상권,2110928,서초우방유쉘아파트,14636,8308,6328,79,2911,3987,3610,2696,1353,42,1209,2357,2220,1538,942,37,1702,1630,1390,1158,411
2021,1,A,골목상권,2110927,잠원역,5195,2975,2220,14,1049,1543,1215,847,527,5,440,957,806,467,300,9,609,586,409,380,227
2021,1,A,골목상권,2110926,신중초등학교,20711,15020,5691,29,2823,6720,5736,3692,1711,13,1488,4871,4651,2834,1163,16,1335,1849,1085,858,548
2021,1,A,골목상권,2110925,서초중학교,9296,5492,3804,52,1961,2662,2169,1374,1078,25,798,1591,1465,898,715,27,1163,1071,704,476,363
2021,1,A,골목상권,2110924,반포4동주민센터(몽마르뜨공원),83099,74961,8138,37,8203,17350,22275,32239,2995,19,6505,14740,20038,31075,2584,18,1698,2610,2237,1164,411
2021,1,A,골목상권,2110923,방배역 1번,8904,5663,3241,101,1440,2646,2283,1421,1013,32,731,1526,1586,1012,776,69,709,1120,697,409,237
2021,1,A,골목상권,2110922,내방역 1번,16882,11227,5655,77,3284,5206,4097,3133,1085,58,1557,3103,3051,2630,828,19,1727,2103,1046,503,257
2021,1,A,골목상권,2110921,서울프랑스학교,83562,76383,7179,44,8142,17368,22255,32750,3003,26,6585,15123,20344,31698,2607,18,1557,2245,1911,1052,396
2021,1,A,골목상권,2110920,방배역 2번(백석예술대학교),9972,5994,3978,105,1806,2901,2264,1609,1287,29,832,1640,1444,1069,980,76,974,1261,820,540,307
2021,1,A,골목상권,2110919,내방역 8번,23026,14891,8135,70,3979,7139,6333,3943,1562,37,1696,4093,4651,3200,1214,33,2283,3046,1682,743,348
2021,1,A,골목상권,2110918,방배역 3번,10816,7193,3623,65,2219,3056,2465,1686,1325,48,1253,2103,1744,1060,985,17,966,953,721,626,340
2021,1,A,골목상권,2110917,서초소방서,12422,9657,2765,29,1384,3372,3553,3049,1035,18,855,2598,2947,2472,767,11,529,774,606,577,268
2021,1,A,골목상권,2110916,내방역 4번,11774,7659,4115,75,2322,3382,2734,1833,1428,62,1295,2295,1844,1148,1015,13,1027,1087,890,685,413
2021,1,A,골목상권,2110915,서래초등학교,94789,82594,12195,60,11017,20797,25059,34620,3236,23,7412,16877,22213,33205,2864,37,3605,3920,2846,1415,372
2021,1,A,골목상권,2110914,내방역 6번,7659,4955,2704,25,1383,2047,1723,1397,1084,13,683,1314,1154,948,843,12,700,733,569,449,241
2021,1,A,골목상권,2110913,방현초등학교(방배119안전센터),13661,7814,5847,27,2260,4039,3860,2228,1247,6,966,2297,2227,1448,870,21,1294,1742,1633,780,377
2021,1,A,골목상권,2110912,방배동사이길,15348,9117,6231,40,3489,4414,3802,2689,914,11,1112,2520,2641,2084,749,29,2377,1894,1161,605,165
2021,1,A,골목상권,2110911,방배배수지체육공원,9356,5053,4303,21,1411,2855,2730,1512,827,7,554,1540,1393,987,572,14,857,1315,1337,525,255
2021,1,A,골목상권,2110910,내방역 5번,8226,4933,3293,29,1467,1910,1854,1558,1408,18,612,1121,1123,986,1073,11,855,789,731,572,335
2021,1,A,골목상권,2110909,남태령역(서울전자고등학교),980,650,330,3,37,95,211,424,210,3,11,56,137,285,158,0,26,39,74,139,52
2021,1,A,골목상권,2110908,구반포역,10206,5558,4648,82,1769,2563,2691,2291,810,77,764,1411,1582,1201,523,5,1005,1152,1109,1090,287
2021,1,A,골목상권,2110907,방배초등학교,9463,5322,4141,34,1449,1969,2194,2016,1801,18,591,1121,1241,1097,1254,16,858,848,953,919,547
2021,1,A,골목상권,2110906,서문여고,12830,5897,6933,22,2398,3237,3851,2269,1053,7,757,1390,1825,1223,695,15,1641,1847,2026,1046,358
2021,1,A,골목상권,2110905,방배노인종합복지관(이수중학교),7088,3248,3840,14,1430,1975,1825,1194,650,2,492,840,856,644,414,12,938,1135,969,550,236
2021,1,A,골목상권,2110904,이수역 5번,8769,3652,5117,28,1705,2258,2104,1550,1124,11,568,901,855,658,659,17,1137,1357,1249,892,465
2021,1,A,골목상권,2110903,방배아이파크아파트,17572,8950,8622,21,2787,4332,4867,3195,2370,8,911,1898,2409,1828,1896,13,1876,2434,2458,1367,474
2021,1,A,골목상권,2110902,사당역 4번,5046,3244,1802,7,832,1231,1323,951,702,5,434,787,876,621,521,2,398,444,447,330,181
2021,1,A,골목상권,2110901,인헌고등학교(인헌중학교),2102,1093,1009,7,323,545,600,405,222,4,150,278,296,187,178,3,173,267,304,218,44
2021,1,A,골목상권,2110900,낙성대역 1번(관악구민 종합체육센터),5205,3133,2072,15,1042,1513,1190,800,645,7,483,957,724,463,499,8,559,556,466,337,146
2021,1,A,골목상권,2110899,낙성대역 5번(관악중학교),4750,3171,1579,19,928,1383,1072,761,587,11,469,968,738,513,472,8,459,415,334,248,115
2021,1,A,골목상권,2110898,청림동주민센터(상도중학교),3450,1948,1502,3,505,1104,1104,537,197,2,228,621,634,318,145,1,277,483,470,219,52
2021,1,A,골목상권,2110897,서울대입구역 8번,3920,2161,1759,18,646,860,915,882,599,10,268,453,509,503,418,8,378,407,406,379,181
2021,1,A,골목상권,2110896,관악우성아파트,799,291,508,4,114,127,193,218,143,3,40,45,67,80,56,1,74,82,126,138,87
2021,1,A,골목상권,2110895,샤로수길,10222,6144,4078,27,1727,3006,2245,2098,1119,14,783,1749,1342,1397,859,13,944,1257,903,701,260
2021,1,A,골목상권,2110894,관악동부센트레빌아파트(은천로35라길),7336,2753,4583,54,1023,1249,1644,2245,1121,30,476,663,753,603,228,24,547,586,891,1642,893
2021,1,A,골목상권,2110893,관악소방서(문영여고),1875,1446,429,2,350,573,417,435,98,1,241,446,313,364,81,1,109,127,104,71,17
2021,1,A,골목상권,2110892,관악구 중앙길,4838,2402,2436,12,705,953,1155,1126,887,7,243,435,562,631,524,5,462,518,593,495,363
2021,1,A,골목상권,2110891,구암초등학교,1510,676,834,1,244,400,465,274,126,0,74,176,222,137,67,1,170,224,243,137,59
2021,1,A,골목상권,2110890,봉천역 1번(관악초등학교),2594,1111,1483,7,502,694,561,417,413,3,119,262,264,217,246,4,383,432,297,200,167
2021,1,A,골목상권,2110889,봉천역 6번,2545,1344,1201,2,320,470,540,632,581,1,129,231,296,373,314,1,191,239,244,259,267
2021,1,A,골목상권,2110888,청룡동주민센터,2099,907,1192,4,408,600,515,327,245,0,86,215,246,182,178,4,322,385,269,145,67
2021,1,A,골목상권,2110887,서울산업정보학교(서울삼성초등학교),1523,976,547,3,160,328,383,455,194,1,58,159,255,349,154,2,102,169,128,106,40
2021,1,A,골목상권,2110886,관악해태어린이공원,1665,1062,603,3,148,265,453,511,285,1,57,128,278,370,228,2,91,137,175,141,57
2021,1,A,골목상권,2110885,영락고등학교,1893,1032,861,8,261,357,479,409,379,2,125,180,245,234,246,6,136,177,234,175,133
2021,1,A,골목상권,2110884,봉천역 4번(봉천110안전센터),4024,1687,2337,16,619,799,866,1104,620,3,163,358,395,397,371,13,456,441,471,707,249
2021,1,A,골목상권,2110883,은천초등학교(은천교앞),3528,1525,2003,18,494,684,812,1011,509,3,133,308,387,360,334,15,361,376,425,651,175
2021,1,A,골목상권,2110882,신성초등학교,3420,2456,964,10,526,699,935,786,464,2,341,512,686,592,323,8,185,187,249,194,141
2021,1,A,골목상권,2110881,구립대학경로당(관악산샘말공원),3797,2632,1165,10,521,941,1074,882,369,3,294,607,786,658,284,7,227,334,288,224,85
2021,1,A,골목상권,2110880,신림역 1번,2278,911,1367,4,518,556,461,452,287,1,128,213,230,166,173,3,390,343,231,286,114
2021,1,A,골목상권,2110879,신림현대아파트,1503,793,710,7,249,266,356,320,305,1,112,137,184,178,181,6,137,129,172,142,124
2021,1,A,골목상권,2110878,미림여고,760,404,356,6,82,201,203,172,96,1,25,95,123,91,69,5,57,106,80,81,27
2021,1,A,골목상권,2110877,신림역 8번,3894,1878,2016,7,700,826,840,835,686,3,217,354,438,393,473,4,483,472,402,442,213
2021,1,A,골목상권,2110876,서원동주민센터(신관중학교),2115,996,1119,9,238,350,386,523,609,1,98,176,204,211,306,8,140,174,182,312,303
2021,1,A,골목상권,2110875,보라매동주민센터(당곡고등학교),1363,723,640,3,157,282,311,338,272,1,67,137,153,175,190,2,90,145,158,163,82
2021,1,A,골목상권,2110874,원신초등학교(구세군관악영문교회),1118,557,561,8,124,254,308,281,143,2,31,106,166,149,103,6,93,148,142,132,40
2021,1,A,골목상권,2110873,당곡중학교,3337,1850,1487,9,500,680,793,702,653,5,233,361,440,359,452,4,267,319,353,343,201
2021,1,A,골목상권,2110872,신림초등학교,930,502,428,5,122,218,227,219,139,3,61,122,131,115,70,2,61,96,96,104,69
2021,1,A,골목상권,2110871,신원동주민센터,1612,855,757,5,156,282,321,377,471,0,73,153,184,186,259,5,83,129,137,191,212
2021,1,A,골목상권,2110870,신림주공2단지(광신고등학교),1141,670,471,2,115,187,305,328,204,0,57,100,158,196,159,2,58,87,147,132,45
2021,1,A,골목상권,2110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",4076,2363,1713,5,448,899,1044,811,869,3,183,488,584,482,623,2,265,411,460,329,246
2021,1,A,골목상권,2110868,남부초등학교,2177,1250,927,6,230,384,451,528,578,2,123,247,247,289,342,4,107,137,204,239,236
2021,1,A,골목상권,2110867,국제신학대학원대학교(남서울중학교),2153,1276,877,6,202,394,446,534,571,1,116,254,260,305,340,5,86,140,186,229,231
2021,1,A,골목상권,2110866,난우중학교,1349,680,669,0,156,268,351,372,202,0,54,119,161,198,148,0,102,149,190,174,54
2021,1,A,골목상권,2110865,남강고등학교(남강중학교),1484,757,727,10,165,277,355,427,250,7,75,151,179,198,147,3,90,126,176,229,103
2021,1,A,골목상권,2110864,신림우방아파트,3375,2463,912,2,520,914,1049,663,227,2,254,676,843,528,160,0,266,238,206,135,67
2021,1,A,골목상권,2110863,난우초등학교,1442,710,732,21,172,297,310,390,252,16,69,135,139,194,157,5,103,162,171,196,95
2021,1,A,골목상권,2110862,난곡초등학교(난곡동벽화마을),1010,522,488,6,119,185,246,257,197,4,51,89,116,122,140,2,68,96,130,135,57
2021,1,A,골목상권,2110861,관악구신사동주민센터,5342,3589,1753,7,791,1451,1510,1080,503,5,372,999,1127,747,339,2,419,452,383,333,164
2021,1,A,골목상권,2110860,호림박물관(성보고등학교),2271,1322,949,6,331,597,540,529,268,2,143,327,328,314,208,4,188,270,212,215,60
2021,1,A,골목상권,2110859,난향초등학교,670,335,335,1,62,132,182,148,145,0,6,55,76,79,119,1,56,77,106,69,26
2021,1,A,골목상권,2110858,신대방역 1번,2937,2211,726,0,458,834,956,538,151,0,224,640,808,434,105,0,234,194,148,104,46
2021,1,A,골목상권,2110857,미성동주민센터,1420,669,751,18,192,290,315,355,250,13,86,141,143,141,145,5,106,149,172,214,105
2021,1,A,골목상권,2110856,미성초등학교,5509,3786,1723,18,482,944,1029,1026,2010,13,244,557,635,596,1741,5,238,387,394,430,269
2021,1,A,골목상권,2110855,신대방역 2번,7238,5206,2032,7,1079,1599,1673,1188,1692,3,461,1082,1234,877,1549,4,618,517,439,311,143
2021,1,A,골목상권,2110854,조원동주민센터,4035,2937,1098,4,549,688,667,631,1496,2,252,444,407,434,1398,2,297,244,260,197,98
2021,1,A,골목상권,2110853,KT구로지사,3290,1991,1299,8,459,914,780,685,444,0,205,548,483,423,332,8,254,366,297,262,112
2021,1,A,골목상권,2110852,이수역 9번,3811,1920,1891,8,745,927,993,751,387,1,218,418,515,476,292,7,527,509,478,275,95
2021,1,A,골목상권,2110851,경문고등학교(동작동성당),4456,2067,2389,17,740,1150,1184,943,422,8,269,580,679,373,158,9,471,570,505,570,264
2021,1,A,골목상권,2110850,사당역 10번,10320,5639,4681,18,1880,2576,2671,1839,1336,7,705,1317,1483,1154,973,11,1175,1259,1188,685,363
2021,1,A,골목상권,2110849,이수역 10번,3768,1745,2023,10,433,701,854,817,953,3,153,309,390,345,545,7,280,392,464,472,408
2021,1,A,골목상권,2110848,양지어린이공원,3256,1724,1532,6,441,566,741,634,868,2,119,275,356,341,631,4,322,291,385,293,237
2021,1,A,골목상권,2110847,예술인마을,2530,1528,1002,4,338,589,673,515,411,3,154,331,385,307,348,1,184,258,288,208,63
2021,1,A,골목상권,2110846,남성역 1번,3630,1865,1765,7,330,623,941,836,893,4,126,281,402,423,629,3,204,342,539,413,264
2021,1,A,골목상권,2110845,사당종합체육관,2397,1431,966,1,354,627,650,552,213,0,148,356,441,330,156,1,206,271,209,222,57
2021,1,A,골목상권,2110844,흑석2치안센터,241,126,115,1,35,73,58,42,32,1,19,32,33,17,24,0,16,41,25,25,8
2021,1,A,골목상권,2110843,사당5동주민센터,1194,583,611,1,98,212,342,336,205,0,37,73,143,177,153,1,61,139,199,159,52
